uniprot_acc	uniprot_name	seq_len	uniprot_description	uniprot_organism	seq_mw
Q6ZNX1	SHLD3	250	Shieldin complex subunit 3	HUMAN	33328.33
Q6ZP01	RBM44	1052	RNA-binding protein 44	HUMAN	137051.31
Q6ZP29	SLC66A1	291	Lysosomal amino acid transporter 1 homolog	HUMAN	37172.27
Q6ZP65	BICDL1	573	BICD family-like cargo adapter 1	HUMAN	75146.4599999999
Q6ZP68	ATP11AUN	121	Putative protein ATP11AUN	HUMAN	15578.31
Q6ZP80	TMEM182	229	Transmembrane protein 182	HUMAN	29987.13
Q6ZP82	CCDC141	1450	Coiled-coil domain-containing protein 141	HUMAN	192367.909999999
Q6ZP98	C16orf47	133	Putative uncharacterized protein C16orf47	HUMAN	16976.68
Q6ZPA2	Q6ZPA2	131	Putative uncharacterized protein FLJ26174	HUMAN	15814.41
Q6ZPB5	SDIM1	146	Stress-responsive DNAJB4-interacting membrane protein 1	HUMAN	18724.41
Q6ZPD8	DGAT2L6	337	Diacylglycerol O-acyltransferase 2-like protein 6	HUMAN	44646.77
Q6ZPD9	DPY19L3	716	Probable C-mannosyltransferase DPY19L3	HUMAN	96078.8400000001
Q6ZQN5	FOXI2	318	Forkhead box protein I2	HUMAN	38690.47
Q6ZQN7	SLCO4C1	724	Solute carrier organic anion transporter family member 4C1	HUMAN	91974.58
Q6ZQQ2	SPATA31D1	1576	Spermatogenesis-associated protein 31D1	HUMAN	203994.189999999
Q6ZQQ6	WDR87	2873	WD repeat-containing protein 87	HUMAN	384929.370000002
Q6ZQR2	CFAP77	320	Cilia- and flagella-associated protein 77	HUMAN	42246.35
Q6ZQT0	Q6ZQT0	140	Putative uncharacterized protein FLJ45035	HUMAN	18002.51
Q6ZQT7	Q6ZQT7	251	Putative uncharacterized protein FLJ44672	HUMAN	29751.65
Q6ZQV5	ZNF788P	82	Putative KRAB domain-containing protein ZNF788	HUMAN	11011.13
Q6ZQW0	IDO2	420	Indoleamine 2,3-dioxygenase 2	HUMAN	54624.37
Q6ZQX7	LIAT1	453	Protein LIAT1	HUMAN	57799.6
Q6ZQY2	LRRC74B	392	Leucine-rich repeat-containing protein 74B	HUMAN	48665.77
Q6ZQY3	GADL1	521	Acidic amino acid decarboxylase GADL1	HUMAN	68615.35
Q6ZQY7	Q6ZQY7	126	Putative uncharacterized protein FLJ46792	HUMAN	16596.64
Q6ZR03	Q6ZR03	302	Uncharacterized protein FLJ46757	HUMAN	36758.69
Q6ZR08	DNAH12	3092	Dynein heavy chain 12, axonemal	HUMAN	412632.38
Q6ZR37	PLEKHG7	379	Pleckstrin homology domain-containing family G member 7	HUMAN	51111.0600000001
Q6ZR52	ZNF493	646	Zinc finger protein 493	HUMAN	86962.3400000002
Q6ZR54	Q6ZR54	194	Putative uncharacterized protein FLJ46641	HUMAN	22883.08
Q6ZR62	RTL4	310	Retrotransposon Gag-like protein 4	HUMAN	40252.5
Q6ZR85	C17orf107	190	Uncharacterized protein C17orf107	HUMAN	23336.05
Q6ZRC1	C4orf50	276	Uncharacterized protein C4orf50	HUMAN	35576.79
Q6ZRF7	ZNF818P	136	Putative zinc finger protein 818	HUMAN	17945.45
Q6ZRF8	RNF207	634	RING finger protein 207	HUMAN	82265.4799999999
Q6ZRG5	Q6ZRG5	221	Putative uncharacterized protein FLJ43944	HUMAN	28085.48
Q6ZRH7	CATSPERG	1159	Cation channel sperm-associated protein subunit gamma	HUMAN	153895.02
Q6ZRI0	OTOG	2925	Otogelin	HUMAN	367475.619999999
Q6ZRI6	C15orf39	1047	Uncharacterized protein C15orf39	HUMAN	129518.24
Q6ZRI8	ARHGAP36	547	Rho GTPase-activating protein 36	HUMAN	71501.4400000001
Q6ZRK6	CCDC73	1079	Coiled-coil domain-containing protein 73	HUMAN	143576.239999999
Q6ZRM9	Q6ZRM9	215	Putative uncharacterized protein FLJ46235	HUMAN	25625.99
Q6ZRN7	Q6ZRN7	208	Putative uncharacterized protein FLJ46214	HUMAN	24890.26
Q6ZRP0	PRR23C	262	Proline-rich protein 23C	HUMAN	32507.69
Q6ZRP5	Q6ZRP5	223	Putative uncharacterized protein FLJ46204	HUMAN	29262.2
Q6ZRP7	QSOX2	698	Sulfhydryl oxidase 2	HUMAN	90086.5700000001
Q6ZRQ5	MMS22L	1243	Protein MMS22-like	HUMAN	164697.759999999
Q6ZRR5	TLCD5	245	TLC domain-containing protein 5	HUMAN	32254.93
Q6ZRR7	LRRC9	1453	Leucine-rich repeat-containing protein 9	HUMAN	193071.969999999
Q6ZRS2	SRCAP	3230	Helicase SRCAP	HUMAN	401729.950000003
Q6ZRS4	ITPRID1	1044	Protein ITPRID1	HUMAN	134194.61
Q6ZRT6	PRR23B	265	Proline-rich protein 23B	HUMAN	33025.45
Q6ZRU5	Q6ZRU5	148	Putative uncharacterized protein FLJ46089	HUMAN	19527.25
Q6ZRV2	FAM83H	1179	Protein FAM83H	HUMAN	148345.77
Q6ZRV3	LINC00696	163	Putative uncharacterized protein encoded by LINC00696	HUMAN	19818.59
Q6ZRX8	Q6ZRX8	168	Putative uncharacterized protein FLJ45999	HUMAN	21978.01
Q6ZRY4	RBPMS2	209	RNA-binding protein with multiple splicing 2	HUMAN	26244.05
Q6ZRZ4	C9orf47	202	Uncharacterized protein C9orf47	HUMAN	25927.6
Q6ZS02	DNM1P46	220	Putative GED domain-containing protein DNM1P46	HUMAN	27685.33
Q6ZS10	CLEC17A	378	C-type lectin domain family 17, member A	HUMAN	49727.6100000001
Q6ZS11	RINL	566	Ras and Rab interactor-like protein	HUMAN	72645.92
Q6ZS17	RIPOR1	1223	Rho family-interacting cell polarization regulator 1	HUMAN	154323.84
Q6ZS27	ZNF662	426	Zinc finger protein 662	HUMAN	56153.1600000001
Q6ZS30	NBEAL1	2694	Neurobeachin-like protein 1	HUMAN	355757.189999999
Q6ZS46	Q6ZS46	218	Putative uncharacterized protein FLJ45840	HUMAN	26059.49
Q6ZS49	Q6ZS49	121	Putative uncharacterized protein FLJ45831	HUMAN	15223.14
Q6ZS52	Q6ZS52	159	Putative uncharacterized protein FLJ45825	HUMAN	20199.01
Q6ZS62	COLCA1	124	Colorectal cancer-associated protein 1	HUMAN	15617.37
Q6ZS72	PEAK3	473	Protein PEAK3	HUMAN	59013.4799999999
Q6ZS81	WDFY4	3184	WD repeat- and FYVE domain-containing protein 4	HUMAN	410958.38
Q6ZS82	RGS9BP	235	Regulator of G-protein signaling 9-binding protein	HUMAN	29364.06
Q6ZS86	GK5	529	Putative glycerol kinase 5	HUMAN	68669.1
Q6ZS92	Q6ZS92	163	Putative uncharacterized protein FLJ45721	HUMAN	21024.57
Q6ZS94	C1orf229	237	Putative uncharacterized protein C1orf229	HUMAN	28608.29
Q6ZSA7	LRRC55	298	Leucine-rich repeat-containing protein 55	HUMAN	38360.32
Q6ZSA8	Q6ZSA8	131	Putative uncharacterized protein FLJ45684	HUMAN	16167.13
Q6ZSB3	LINC00299	139	Putative uncharacterized protein encoded by LINC00299	HUMAN	18140.19
Q6ZSB9	ZBTB49	765	Zinc finger and BTB domain-containing protein 49	HUMAN	98826.29
Q6ZSC3	RBM43	357	RNA-binding protein 43	HUMAN	47080.19
Q6ZSG1	RNF165	346	E3 ubiquitin-protein ligase RNF165	HUMAN	45741.6300000001
Q6ZSG2	INSYN2A	479	Inhibitory synaptic factor 2A	HUMAN	61520.75
Q6ZSI9	CAPN12	719	Calpain-12	HUMAN	93973.0799999998
Q6ZSJ8	C1orf122	110	Uncharacterized protein C1orf122	HUMAN	13434.63
Q6ZSJ9	SHISA6	500	Protein shisa-6	HUMAN	64754.3099999999
Q6ZSK4	NTM-AS1	140	Putative uncharacterized protein NTM-AS1	HUMAN	17692.63
Q6ZSM3	SLC16A12	516	Monocarboxylate transporter 12	HUMAN	65776.3700000001
Q6ZSN1	Q6ZSN1	163	Putative uncharacterized protein FLJ45355	HUMAN	19577.65
Q6ZSR3	Q6ZSR3	168	Putative uncharacterized protein FLJ45275, mitochondrial	HUMAN	20871.97
Q6ZSR6	Q6ZSR6	202	Putative uncharacterized protein FLJ45256	HUMAN	26576.93
Q6ZSR9	Q6ZSR9	355	Uncharacterized protein FLJ45252	HUMAN	44353.87
Q6ZSS3	ZNF621	439	Zinc finger protein 621	HUMAN	57096
Q6ZSS7	MFSD6	791	Major facilitator superfamily domain-containing protein 6	HUMAN	102321.25
Q6ZST2	COL25A1-DT	131	Putative uncharacterized protein COL25A1-DT	HUMAN	16751.9
Q6ZST4	LCNL1	164	Lipocalin-like 1 protein	HUMAN	20720.3
Q6ZSU1	CYP2G1P	146	Putative inactive cytochrome P450 2G1	HUMAN	19295.9
Q6ZSV7	Q6ZSV7	163	Putative uncharacterized protein FLJ45177	HUMAN	19825.99
Q6ZSY5	PPP1R3F	799	Protein phosphatase 1 regulatory subunit 3F	HUMAN	97175.0899999999
Q6ZSZ5	ARHGEF18	1361	Rho guanine nucleotide exchange factor 18	HUMAN	176145.19
Q6ZSZ6	TSHZ1	1077	Teashirt homolog 1	HUMAN	137302.14
Q6ZT07	TBC1D9	1266	TBC1 domain family member 9	HUMAN	166020.189999999
Q6ZT12	UBR3	1888	E3 ubiquitin-protein ligase UBR3	HUMAN	246431.529999999
Q6ZT21	TMPPE	453	Transmembrane protein with metallophosphoesterase domain	HUMAN	57596.37
Q6ZT52	FAM43B	329	Protein FAM43B	HUMAN	42685.6799999999
Q6ZT62	BARGIN	677	Bargin	HUMAN	85778.99
Q6ZT77	ZNF826P	177	Putative zinc finger protein 826	HUMAN	23750.78
Q6ZT89	SLC25A48	311	Solute carrier family 25 member 48	HUMAN	39025.05
Q6ZT98	TTLL7	887	Tubulin polyglutamylase TTLL7	HUMAN	118961.56
Q6ZTA4	TRIM67	783	Tripartite motif-containing protein 67	HUMAN	97912.64
Q6ZTB9	ZNF833P	187	Putative zinc finger protein 833	HUMAN	25099.62
Q6ZTC4	Q6ZTC4	211	Putative uncharacterized protein FLJ44790	HUMAN	25883.98
Q6ZTI0	Q6ZTI0	123	Putative uncharacterized protein FLJ44636	HUMAN	15086.29
Q6ZTI6	RFLNA	216	Refilin-A	HUMAN	27483.32
Q6ZTK2	Q6ZTK2	550	Putative uncharacterized protein LOC400499	HUMAN	71824.9000000001
Q6ZTN6	ANKRD13D	518	Ankyrin repeat domain-containing protein 13D	HUMAN	67790.5799999998
Q6ZTQ3	RASSF6	369	Ras association domain-containing protein 6	HUMAN	50013.92
Q6ZTQ4	CDHR3	885	Cadherin-related family member 3	HUMAN	113903.77
Q6ZTR5	CFAP47	3187	Cilia- and flagella-associated protein 47	HUMAN	419026.29
Q6ZTR6	ZNF516-DT	163	Putative uncharacterized protein ZNF516-DT	HUMAN	20154.79
Q6ZTR7	CIBAR2	304	CBY1-interacting BAR domain-containing protein 2	HUMAN	40213.77
Q6ZTU2	EP400P1	488	Putative EP400-like protein	HUMAN	60526.73
Q6ZTW0	TPGS1	290	Tubulin polyglutamylase complex subunit 1	HUMAN	36481.8
Q6ZTY9	C7orf65	151	Uncharacterized protein C7orf65	HUMAN	19475.56
Q6ZTZ1	MSANTD1	278	Myb/SANT-like DNA-binding domain-containing protein 1	HUMAN	36622.76
Q6ZU15	SEPTIN14	432	Septin-14	HUMAN	57790.2000000001
Q6ZU35	CRACD	1233	Capping protein inhibiting regulator of actin dynamics	HUMAN	158956.66
Q6ZU45	CLEC20A	400	Putative C-type lectin domain family 20 member A	HUMAN	51443.35
Q6ZU52	KIAA0408	694	Uncharacterized protein KIAA0408	HUMAN	91647.9299999999
Q6ZU64	CFAP65	1925	Cilia- and flagella-associated protein 65	HUMAN	251914.529999999
Q6ZU65	UBN2	1347	Ubinuclein-2	HUMAN	170338.609999999
Q6ZU67	BEND4	534	BEN domain-containing protein 4	HUMAN	67977.59
Q6ZU69	FAM205A	1335	Protein FAM205A	HUMAN	172130.46
Q6ZU80	CEP128	1094	Centrosomal protein of 128 kDa	HUMAN	147707.509999999
Q6ZUA9	MROH5	1318	Maestro heat-like repeat family member 5	HUMAN	172819.559999999
Q6ZUB0	SPATA31D4	917	Spermatogenesis-associated protein 31D4	HUMAN	118808.58
Q6ZUB1	SPATA31E1	1445	Spermatogenesis-associated protein 31E1	HUMAN	183151.61
Q6ZUF6	LINC00336	198	Putative uncharacterized protein encoded by LINC00336	HUMAN	24452.03
Q6ZUG5	Q6ZUG5	572	Uncharacterized protein FLJ43738	HUMAN	76327.06
Q6ZUI0	TPRG1	275	Tumor protein p63-regulated gene 1 protein	HUMAN	36166.27
Q6ZUJ4	C3orf62	267	Uncharacterized protein C3orf62	HUMAN	34986.58
Q6ZUJ8	PIK3AP1	805	Phosphoinositide 3-kinase adapter protein 1	HUMAN	104883.16
Q6ZUK4	TMEM26	368	Transmembrane protein 26	HUMAN	48283.8
Q6ZUL3	C8orf86	223	Uncharacterized protein C8orf86	HUMAN	28735.3
Q6ZUM4	ARHGAP27	889	Rho GTPase-activating protein 27	HUMAN	114394.73
Q6ZUS5	CCDC121	278	Coiled-coil domain-containing protein 121	HUMAN	38051.49
Q6ZUS6	CCDC149	474	Coiled-coil domain-containing protein 149	HUMAN	61318.2399999999
Q6ZUT1	NKAPD1	292	Uncharacterized protein NKAPD1	HUMAN	39352.5
Q6ZUT3	FRMD7	714	FERM domain-containing protein 7	HUMAN	94459.7399999999
Q6ZUT4	Q6ZUT4	128	Putative uncharacterized protein FLJ43343	HUMAN	16509.56
Q6ZUT6	CCDC9B	534	Coiled-coil domain-containing protein 9B	HUMAN	66927.7099999998
Q6ZUT9	DENND5B	1274	DENN domain-containing protein 5B	HUMAN	167955.379999999
Q6ZUU3	FOXL2NB	175	FOXL2 neighbor protein	HUMAN	21759.84
Q6ZUV0	ACOT7L	252	Putative cytosolic acyl coenzyme A thioester hydrolase-like	HUMAN	32686.51
Q6ZUX3	TOGARAM2	1019	TOG array regulator of axonemal microtubules protein 2	HUMAN	129494.579999999
Q6ZUX7	LHFPL2	228	LHFPL tetraspan subfamily member 2 protein	HUMAN	28575.76
Q6ZV29	PNPLA7	1317	Patatin-like phospholipase domain-containing protein 7	HUMAN	169415.799999999
Q6ZV50	RFX8	586	DNA-binding protein RFX8	HUMAN	76806.2299999999
Q6ZV56	C22orf34	151	Putative uncharacterized protein C22orf34	HUMAN	19015.06
Q6ZV60	LINC00173	143	Putative uncharacterized protein encoded by LINC00173	HUMAN	18944.34
Q6ZV65	FAM47E	393	Protein FAM47E	HUMAN	52724.4600000001
Q6ZV70	LANCL3	420	LanC-like protein 3	HUMAN	53868.5900000001
Q6ZV73	FGD6	1430	FYVE, RhoGEF and PH domain-containing protein 6	HUMAN	186562.16
Q6ZV77	C9orf139	190	Uncharacterized protein C9orf139	HUMAN	23405.77
Q6ZV80	C2orf91	131	Uncharacterized protein C2orf91	HUMAN	17166.99
Q6ZV89	SH2D5	423	SH2 domain-containing protein 5	HUMAN	54399.96
Q6ZVC0	NYAP1	841	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 1	HUMAN	103061.58
Q6ZVD7	STOX1	989	Storkhead-box protein 1	HUMAN	128762.35
Q6ZVD8	PHLPP2	1323	PH domain leucine-rich repeat-containing protein phosphatase 2	HUMAN	170569.579999999
Q6ZVE7	GOLT1A	132	Vesicle transport protein GOT1A	HUMAN	17247.19
Q6ZVF9	GPRIN3	776	G protein-regulated inducer of neurite outgrowth 3	HUMAN	96401.3799999997
Q6ZVH6	Q6ZVH6	145	Putative uncharacterized protein FLJ42569	HUMAN	18425.64
Q6ZVH7	ESPNL	1005	Espin-like protein	HUMAN	126221.17
Q6ZVK1	TMEM179	233	Transmembrane protein 179	HUMAN	30557.52
Q6ZVK8	NUDT18	323	8-oxo-dGDP phosphatase NUDT18	HUMAN	41302.58
Q6ZVL6	KIAA1549L	1849	UPF0606 protein KIAA1549L	HUMAN	232293.709999999
Q6ZVL8	Q6ZVL8	140	Putative uncharacterized protein FLJ42384	HUMAN	18395.56
Q6ZVM7	TOM1L2	507	TOM1-like protein 2	HUMAN	64672.8899999999
Q6ZVN7	SEM1	128	Putative protein SEM1, isoform 2	HUMAN	16373.32
Q6ZVN8	HJV	426	Hemojuvelin	HUMAN	52737.47
Q6ZVQ6	Q6ZVQ6	151	Putative uncharacterized protein FLJ42213	HUMAN	19707.96
Q6ZVS7	FAM183BP	135	Protein FAM183BP	HUMAN	18607.54
Q6ZVT0	TTLL10	673	Inactive polyglycylase TTLL10	HUMAN	87148.7800000001
Q6ZVT6	CFAP20DC	689	Protein CFAP20DC	HUMAN	88666.8499999998
Q6ZVU0	Q6ZVU0	165	Putative uncharacterized protein FLJ42102	HUMAN	21122.44
Q6ZVW7	IL17REL	336	Putative interleukin-17 receptor E-like	HUMAN	43549.63
Q6ZVX7	NCCRP1	275	F-box only protein 50	HUMAN	35783.6
Q6ZVX9	PAQR9	377	Membrane progestin receptor epsilon	HUMAN	49466.48
Q6ZVZ8	ASB18	466	Ankyrin repeat and SOCS box protein 18	HUMAN	59181.49
Q6ZW05	PTCHD4	846	Patched domain-containing protein 4	HUMAN	111595.5
Q6ZW13	C16orf86	317	Uncharacterized protein C16orf86	HUMAN	39204.15
Q6ZW31	SYDE1	735	Rho GTPase-activating protein SYDE1	HUMAN	93017.0099999999
Q6ZW33	MICALCL	695	MICAL C-terminal-like protein	HUMAN	89780.4699999997
Q6ZW49	PAXIP1	1069	PAX-interacting protein 1	HUMAN	140583.749999999
Q6ZW61	BBS12	710	Bardet-Biedl syndrome 12 protein	HUMAN	91859.3499999998
Q6ZW76	ANKS3	656	Ankyrin repeat and SAM domain-containing protein 3	HUMAN	83839.1899999997
Q6ZWB6	KCTD8	473	BTB/POZ domain-containing protein KCTD8	HUMAN	60943.59
Q6ZWC4	Q6ZWC4	215	Putative uncharacterized protein LOC100128429	HUMAN	26843.32
Q6ZWE6	PLEKHM3	761	Pleckstrin homology domain-containing family M member 3	HUMAN	100858.77
Q6ZWH5	NEK10	1172	Serine/threonine-protein kinase Nek10	HUMAN	154356.77
Q6ZWI9	RFPL4B	263	Ret finger protein-like 4B	HUMAN	34642.86
Q6ZWJ1	STXBP4	553	Syntaxin-binding protein 4	HUMAN	71607.1499999999
Q6ZWJ8	KCP	1568	Kielin/chordin-like protein	HUMAN	195168.360000001
Q6ZWK4	RHEX	172	Regulator of hemoglobinization and erythroid cell expansion protein	HUMAN	22485.62
Q6ZWK6	TMPRSS11F	438	Transmembrane protease serine 11F	HUMAN	57283.3100000001
Q6ZWL3	CYP4V2	525	Cytochrome P450 4V2	HUMAN	70164.9799999999
Q6ZWT7	MBOAT2	520	Lysophospholipid acyltransferase 2	HUMAN	68877.6
Q6ZXV5	TMTC3	915	Protein O-mannosyl-transferase TMTC3	HUMAN	120476.4
Q6ZYL4	GTF2H5	71	General transcription factor IIH subunit 5	HUMAN	9314.65
Q701N2	KRTAP5-5	237	Keratin-associated protein 5-5	HUMAN	25660.83
Q701N4	KRTAP5-2	177	Keratin-associated protein 5-2	HUMAN	19441.92
Q702N8	XIRP1	1843	Xin actin-binding repeat-containing protein 1	HUMAN	231748.09
Q709C8	VPS13C	3753	Vacuolar protein sorting-associated protein 13C	HUMAN	489989.920000001
Q709F0	ACAD11	780	Acyl-CoA dehydrogenase family member 11	HUMAN	101299.74
Q70CQ1	USP49	688	Ubiquitin carboxyl-terminal hydrolase 49	HUMAN	91575.6
Q70CQ2	USP34	3546	Ubiquitin carboxyl-terminal hydrolase 34	HUMAN	468103.400000001
Q70CQ3	USP30	517	Ubiquitin carboxyl-terminal hydrolase 30	HUMAN	67799.5700000001
Q70CQ4	USP31	1352	Ubiquitin carboxyl-terminal hydrolase 31	HUMAN	170991.56
Q70E73	RAPH1	1250	Ras-associated and pleckstrin homology domains-containing protein 1	HUMAN	157758.21
Q70EK8	USP53	1073	Inactive ubiquitin carboxyl-terminal hydrolase 53	HUMAN	140120.09
Q70EK9	USP51	711	Ubiquitin carboxyl-terminal hydrolase 51	HUMAN	92547.75
Q70EL1	USP54	1684	Inactive ubiquitin carboxyl-terminal hydrolase 54	HUMAN	217709.93
Q70EL2	USP45	814	Ubiquitin carboxyl-terminal hydrolase 45	HUMAN	106380.86
Q70EL3	USP50	339	Inactive ubiquitin carboxyl-terminal hydrolase 50	HUMAN	45044.5000000001
Q70EL4	USP43	1123	Ubiquitin carboxyl-terminal hydrolase 43	HUMAN	143023.75
Q70HW3	SLC25A26	274	S-adenosylmethionine mitochondrial carrier protein	HUMAN	34272.53
Q70IA6	MOB2	237	MOB kinase activator 2	HUMAN	31178.58
Q70IA8	MOB3C	216	MOB kinase activator 3C	HUMAN	29496.28
Q70J99	UNC13D	1090	Protein unc-13 homolog D	HUMAN	142902.57
Q70JA7	CHSY3	882	Chondroitin sulfate synthase 3	HUMAN	116157.03
Q70SY1	CREB3L2	520	Cyclic AMP-responsive element-binding protein 3-like protein 2	HUMAN	66765.36
Q70UQ0	IKBIP	350	Inhibitor of nuclear factor kappa-B kinase-interacting protein	HUMAN	45596.91
Q70YC5	ZNF365	407	Protein ZNF365	HUMAN	53856.85
Q70Z35	PREX2	1606	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein	HUMAN	211539.139999999
Q70Z44	HTR3D	454	5-hydroxytryptamine receptor 3D	HUMAN	58352.76
Q70Z53	FRA10AC1	315	Protein FRA10AC1	HUMAN	43205.2899999999
Q711Q0	CEFIP	1435	Cardiac-enriched FHL2-interacting protein	HUMAN	182312.08
Q712K3	UBE2R2	238	Ubiquitin-conjugating enzyme E2 R2	HUMAN	31436
Q717R9	CYS1	158	Cystin-1	HUMAN	19221.71
Q719H9	KCTD1	257	BTB/POZ domain-containing protein KCTD1	HUMAN	34016.88
Q719I0	AHSA2P	299	Putative activator of 90 kDa heat shock protein ATPase homolog 2	HUMAN	39175.07
Q71DI3	H3C14	136	Histone H3.2	HUMAN	17820.31
Q71F23	CENPU	418	Centromere protein U	HUMAN	55034.52
Q71F56	MED13L	2210	Mediator of RNA polymerase II transcription subunit 13-like	HUMAN	282400.559999999
Q71F78	LCA10	164	Putative lung carcinoma-associated protein 10	HUMAN	20242.94
Q71H61	ILDR2	639	Immunoglobulin-like domain-containing receptor 2	HUMAN	82694.5899999999
Q71RC1	ENSG00000267954	249	PP13850	HUMAN	31264.24
Q71RC2	LARP4	724	La-related protein 4	HUMAN	93621.8099999999
Q71RC9	SMIM5	77	Small integral membrane protein 5	HUMAN	9909.66
Q71RG4	TMUB2	321	Transmembrane and ubiquitin-like domain-containing protein 2	HUMAN	39553.83
Q71RG6	FP248	208	Putative chemokine-related protein FP248	HUMAN	25105.28
Q71RH2	TLCD3B	274	Ceramide synthase	HUMAN	35548.13
Q71RS6	SLC24A5	500	Sodium/potassium/calcium exchanger 5	HUMAN	63878.95
Q71SY5	MED25	747	Mediator of RNA polymerase II transcription subunit 25	HUMAN	91611.4
Q71U36	TUBA1A	451	Tubulin alpha-1A chain	HUMAN	58243.34
Q71UI9	H2AZ2	128	Histone H2A.V	HUMAN	15796.91
Q71UM5	RPS27L	84	40S ribosomal protein S27-like	HUMAN	10972.56
Q75L30	Q75L30	129	Putative uncharacterized protein FLJ92257	HUMAN	15727.86
Q75LS8	FKBP9P1	142	Putative FK506-binding protein 9-like protein	HUMAN	18131.03
Q75MW2	ZNF767P	155	Protein ZNF767	HUMAN	20010.42
Q75N03	CBLL1	491	E3 ubiquitin-protein ligase Hakai	HUMAN	63347.2299999999
Q75N90	FBN3	2809	Fibrillin-3	HUMAN	350948.36
Q75NE6	MIR17HG	70	Putative microRNA 17 host gene protein	HUMAN	9405.86
Q75QN2	INTS8	995	Integrator complex subunit 8	HUMAN	130997.139999999
Q75T13	PGAP1	922	GPI inositol-deacylase	HUMAN	121977
Q75V66	ANO5	913	Anoctamin-5	HUMAN	123618.81
Q75VX8	GAREM2	874	GRB2-associated and regulator of MAPK protein 2	HUMAN	108610.81
Q75WM6	H1-7	255	Testis-specific H1 histone	HUMAN	32692.09
Q765I0	UTS2B	119	Urotensin-2B	HUMAN	15874.77
Q765P7	MTSS2	747	Protein MTSS 2	HUMAN	93369.7099999998
Q76B58	BRINP3	766	BMP/retinoic acid-inducible neural-specific protein 3	HUMAN	102227.97
Q76EJ3	SLC35D2	337	UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter	HUMAN	42726.38
Q76FK4	NOL8	1167	Nucleolar protein 8	HUMAN	152623.73
Q76G19	PDZD4	769	PDZ domain-containing protein 4	HUMAN	100007.58
Q76I76	SSH2	1423	Protein phosphatase Slingshot homolog 2	HUMAN	183835.45
Q76KD6	SPATC1	591	Speriolin	HUMAN	73028.9599999999
Q76KP1	B4GALNT4	1039	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1	HUMAN	135214.48
Q76KX8	ZNF534	674	Zinc finger protein 534	HUMAN	89291.8600000001
Q76L83	ASXL2	1435	Putative Polycomb group protein ASXL2	HUMAN	179655.459999999
Q76LX8	ADAMTS13	1427	A disintegrin and metalloproteinase with thrombospondin motifs 13	HUMAN	179296.76
Q76M96	CCDC80	950	Coiled-coil domain-containing protein 80	HUMAN	125271.31
Q76MJ5	ERN2	926	Serine/threonine-protein kinase/endoribonuclease IRE2	HUMAN	119145.75
Q76N32	CEP68	757	Centrosomal protein of 68 kDa	HUMAN	94722.8499999998
Q76N89	HECW1	1606	E3 ubiquitin-protein ligase HECW1	HUMAN	208470.14
Q76NI1	KNDC1	1749	Kinase non-catalytic C-lobe domain-containing protein 1	HUMAN	222889.92
Q7KYR7	BTN2A1	527	Butyrophilin subfamily 2 member A1	HUMAN	69109.35
Q7KZ85	SUPT6H	1726	Transcription elongation factor SPT6	HUMAN	230151.879999999
Q7KZF4	SND1	910	Staphylococcal nuclease domain-containing protein 1	HUMAN	118374.38
Q7KZI7	MARK2	788	Serine/threonine-protein kinase MARK2	HUMAN	102089.63
Q7KZN9	COX15	410	Cytochrome c oxidase assembly protein COX15 homolog	HUMAN	53399.16
Q7L014	DDX46	1031	Probable ATP-dependent RNA helicase DDX46	HUMAN	135919.2
Q7L099	RUFY3	469	Protein RUFY3	HUMAN	61397.02
Q7L0J3	SV2A	742	Synaptic vesicle glycoprotein 2A	HUMAN	96045.8499999999
Q7L0L9	Q7L0L9	218	Transmembrane protein LOC653160	HUMAN	27093.53
Q7L0Q8	RHOU	258	Rho-related GTP-binding protein RhoU	HUMAN	32848.6
Q7L0R7	RNF44	432	RING finger protein 44	HUMAN	55492.69
Q7L0X0	TRIL	811	TLR4 interactor with leucine rich repeats	HUMAN	103316.62
Q7L0X2	ERICH6	663	Glutamate-rich protein 6	HUMAN	87181.6899999997
Q7L0Y3	TRMT10C	403	tRNA methyltransferase 10 homolog C	HUMAN	54589.6600000001
Q7L190	DPPA4	304	Developmental pluripotency-associated protein 4	HUMAN	38999.65
Q7L1I2	SV2B	683	Synaptic vesicle glycoprotein 2B	HUMAN	89731.97
Q7L1Q6	BZW1	419	Basic leucine zipper and W2 domain-containing protein 1	HUMAN	55574.35
Q7L1S5	CHST9	443	Carbohydrate sulfotransferase 9	HUMAN	60018.2700000001
Q7L1T6	CYB5R4	521	Cytochrome b5 reductase 4	HUMAN	68842.4800000001
Q7L1V2	MON1B	547	Vacuolar fusion protein MON1 homolog B	HUMAN	69054.61
Q7L1W4	LRRC8D	858	Volume-regulated anion channel subunit LRRC8D	HUMAN	113642.059999999
Q7L211	ABHD13	337	Protein ABHD13	HUMAN	44601.81
Q7L266	ASRGL1	308	Isoaspartyl peptidase/L-asparaginase	HUMAN	37585.89
Q7L273	KCTD9	389	BTB/POZ domain-containing protein KCTD9	HUMAN	49557.36
Q7L2E3	DHX30	1194	ATP-dependent RNA helicase DHX30	HUMAN	155432.439999999
